chr,gene_id,ID,Locus.Tag,Region,Product
Ga0197603_11,MSTRG.350,2758109394, Ga0197603_0459,complement(479189..479500), FlgM family anti-sigma-28 factor
Ga0197603_11,MSTRG.351,2758109395, Ga0197603_0460,complement(479567..480211), flagella basal body P-ring formation protein FlgA
Ga0197603_11,MSTRG.352,2758109396, Ga0197603_0461,complement(480273..480494), hypothetical protein
Ga0197603_11,MSTRG.353,2758109397, Ga0197603_0462,480713..481657, two-component system chemotaxis response regulator CheV
Ga0197603_11,MSTRG.354,2758109398, Ga0197603_0463,complement(481660..481935), hypothetical protein
Ga0197603_11,MSTRG.355,2758109399, Ga0197603_0464,481972..482373, flagellar basal-body rod protein FlgB
Ga0197603_11,MSTRG.356,2758109400, Ga0197603_0465,482377..482784, flagellar basal-body rod protein FlgC
Ga0197603_11,MSTRG.357,2758109401, Ga0197603_0466,482822..483487, flagellar basal-body rod modification protein FlgD
Ga0197603_11,MSTRG.358,2758109402, Ga0197603_0467,483519..484742, flagellar hook protein FlgE
Ga0197603_11,MSTRG.359,2758109403, Ga0197603_0468,484887..485642, flagellar basal-body rod protein FlgF
Ga0197603_11,MSTRG.360,2758109404, Ga0197603_0469,complement(485821..486054), hypothetical protein
Ga0197603_11,MSTRG.361,2758109405, Ga0197603_0470,486749..487534, flagellar basal-body rod protein FlgG
Ga0197603_11,MSTRG.362,2758109406, Ga0197603_0471,487573..488265, flagellar L-ring protein precursor FlgH
Ga0197603_11,MSTRG.363,2758109407, Ga0197603_0472,488276..489394, flagellar P-ring protein precursor FlgI
Ga0197603_11,MSTRG.364,2758109408, Ga0197603_0473,489396..490574, flagellar protein FlgJ
Ga0197603_11,MSTRG.365,2758109409, Ga0197603_0474,490586..492460, flagellar hook-associated protein 1 FlgK
Ga0197603_11,MSTRG.365,2758109410, Ga0197603_0475,492460..493665, flagellar hook-associated protein 3 FlgL
Ga0197603_11,MSTRG.366,2758109411, Ga0197603_0476,493984..495183, flagellin
Ga0197603_11,MSTRG.367,2758109412, Ga0197603_0477,495454..496779, flagellar hook-associated protein 2
Ga0197603_11,MSTRG.368,2758109413, Ga0197603_0478,496930..497343, flagellar protein FliS
Ga0197603_11,MSTRG.369,2758109414, Ga0197603_0479,497352..497645, hypothetical protein
Ga0197603_11,MSTRG.369,2758109415, Ga0197603_0480,497645..498211, atypical PilZ domain-containing cyclic di-GMP receptor
Ga0197603_11,MSTRG.370,2758109416, Ga0197603_0481,498284..498916, two-component system response regulator NreC
Ga0197603_11,MSTRG.371,2758109417, Ga0197603_0482,499137..500540, RNA polymerase RpoN-SigL-like sigma 54 subunit
Ga0197603_11,MSTRG.372,2758109418, Ga0197603_0483,500549..500932, response regulator receiver domain-containing protein
Ga0197603_11,MSTRG.372,2758109419, Ga0197603_0484,500925..502409, transcriptional regulator
Ga0197603_11,MSTRG.373,2758109420, Ga0197603_0485,502527..503636, dTDP-4-amino-4 6-dideoxygalactose transaminase
Ga0197603_11,MSTRG.374,2758109421, Ga0197603_0486,503701..503925, acyl carrier protein
Ga0197603_11,MSTRG.375,2758109422, Ga0197603_0487,503931..504971, 3-oxoacyl-[acyl-carrier-protein] synthase-3
Ga0197603_11,MSTRG.375,2758109423, Ga0197603_0488,504968..505732, NAD(P)-dependent dehydrogenase (short-subunit alcohol dehydrogenase family)
Ga0197603_11,MSTRG.375,2758109424, Ga0197603_0489,505729..506466, NAD(P)-dependent dehydrogenase (short-subunit alcohol dehydrogenase family)
Ga0197603_11,MSTRG.375,2758109425, Ga0197603_0490,506463..507107, sugar O-acyltransferase (sialic acid O-acetyltransferase NeuD family)
Ga0197603_11,MSTRG.376,2758109426, Ga0197603_0491,507120..508265, phenylpropionate dioxygenase-like ring-hydroxylating dioxygenase large terminal subunit
Ga0197603_11,MSTRG.376,2758109427, Ga0197603_0492,508255..508878, transferase family hexapeptide repeat protein
Ga0197603_11,MSTRG.377,2758109428, Ga0197603_0493,508884..510398, FkbM family methyltransferase
Ga0197603_11,MSTRG.378,2758109429, Ga0197603_0494,510505..514056, GT2 family glycosyltransferase
Ga0197603_11,MSTRG.379,2758109430, Ga0197603_0495,514287..515654, IS5 family transposase
Ga0197603_11,MSTRG.380,2758109431, Ga0197603_0496,516333..516704, flagellar hook-basal body complex protein FliE
Ga0197603_11,MSTRG.381,2758109432, Ga0197603_0497,516718..518442, flagellar M-ring protein FliF
Ga0197603_11,MSTRG.381,2758109433, Ga0197603_0498,518432..519442, flagellar motor switch protein FliG
Ga0197603_11,MSTRG.381,2758109434, Ga0197603_0499,519439..520059, flagellar assembly protein FliH
Ga0197603_11,MSTRG.381,2758109435, Ga0197603_0500,520056..521432, flagellum-specific ATP synthase
Ga0197603_11,MSTRG.382,2758109436, Ga0197603_0501,521436..521891, flagellar FliJ protein
Ga0197603_11,MSTRG.382,2758109437, Ga0197603_0502,521888..523192, flagellar hook-length control protein FliK
Ga0197603_11,MSTRG.383,2758109438, Ga0197603_0503,523382..523909, flagellar FliL protein
Ga0197603_11,MSTRG.384,2758109439, Ga0197603_0504,523920..524933, flagellar motor switch protein FliM
Ga0197603_11,MSTRG.384,2758109440, Ga0197603_0505,524930..525268, flagellar motor switch protein FliNFliY
Ga0197603_11,MSTRG.384,2758109441, Ga0197603_0506,525265..525672, flagellar protein FliOFliZ
Ga0197603_11,MSTRG.385,2758109442, Ga0197603_0507,525674..526519, flagellar biosynthetic protein FliP
Ga0197603_11,MSTRG.386,2758109443, Ga0197603_0508,527393..527662, flagellar biosynthetic protein FliQ
Ga0197603_11,MSTRG.387,2758109444, Ga0197603_0509,527676..528467, flagellar biosynthetic protein FliR
Ga0197603_11,MSTRG.388,2758109445, Ga0197603_0510,528612..531611, diguanylate cyclase (GGDEF)-like protein
Ga0197603_11,MSTRG.389,2758109446, Ga0197603_0511,531990..534911, diguanylate cyclase (GGDEF)-like protein
Ga0197603_11,MSTRG.390,2758109447, Ga0197603_0512,535192..537279, diguanylate cyclasephosphodiesterase
Ga0197603_11,MSTRG.391,2758109448, Ga0197603_0513,537531..538661, flagellar biosynthetic protein FlhB
Ga0197603_11,MSTRG.391,2758109449, Ga0197603_0514,538658..540751, flagellar biosynthesis protein FlhA
Ga0197603_11,MSTRG.393,2758109450, Ga0197603_0515,541551..543236, flagellar biosynthesis protein FlhF
Ga0197603_11,MSTRG.393,2758109451, Ga0197603_0516,543223..544107, flagellar biosynthesis protein FlhG
Ga0197603_11,MSTRG.393,2758109452, Ga0197603_0517,544104..544871, RNA polymerase sigma-28 (SigDFliAWhiG) subunit
Ga0197603_11,MSTRG.394,2758109453, Ga0197603_0518,544906..545298, two-component system chemotaxis response regulator CheY
Ga0197603_11,MSTRG.394,2758109454, Ga0197603_0519,545298..545924, chemotaxis protein CheZ
Ga0197603_11,MSTRG.395,2758109455, Ga0197603_0520,545927..547585, two-component system chemotaxis sensor kinase CheA
Ga0197603_11,MSTRG.396,2758109456, Ga0197603_0521,547595..548251, integrase-like protein
Ga0197603_11,MSTRG.397,2758109457, Ga0197603_0522,complement(548291..549844), hypothetical protein
Ga0197603_11,MSTRG.392,2758109458, Ga0197603_0523,550254..551237, IS5 family transposase
Ga0197603_11,MSTRG.398,2758109459, Ga0197603_0524,complement(551516..552133), hypothetical protein
Ga0197603_11,MSTRG.399,2758109460, Ga0197603_0525,complement(552180..553294), putative transposase
Ga0197603_11,MSTRG.400,2758109461, Ga0197603_0526,complement(553363..553488), type I toxin-antitoxin system toxin SymE
Ga0197603_11,MSTRG.401,2758109462, Ga0197603_0527,complement(553576..554730), hypothetical protein
Ga0197603_11,MSTRG.402,2758109463, Ga0197603_0528,complement(554767..555366), hypothetical protein
Ga0197603_11,MSTRG.403,2758109464, Ga0197603_0529,complement(555755..557233), hypothetical protein
Ga0197603_11,MSTRG.404,2758109465, Ga0197603_0530,complement(557248..557976), hypothetical protein
Ga0197603_11,MSTRG.404,2758109466, Ga0197603_0531,complement(557973..558389), toxic protein SymE
Ga0197603_11,MSTRG.404,2758109467, Ga0197603_0532,complement(558386..558661), hypothetical protein
Ga0197603_11,MSTRG.405,2758109468, Ga0197603_0533,559112..559987, adenine-specific DNA-methyltransferase
Ga0197603_11,MSTRG.405,2758109469, Ga0197603_0534,559984..560607, restriction endonuclease BglII
Ga0197603_11,MSTRG.406,2758109470, Ga0197603_0535,complement(560970..564071), TonB-dependent receptor
Ga0197603_11,MSTRG.407,2758109471, Ga0197603_0536,complement(564462..564686), hypothetical protein
Ga0197603_11,MSTRG.409,2758109472, Ga0197603_0537,564962..565702, chemotaxis protein MotA
Ga0197603_11,MSTRG.410,2758109473, Ga0197603_0538,565709..566683, chemotaxis protein MotB
Ga0197603_11,MSTRG.411,2758109474, Ga0197603_0539,566685..567467, chromosome partitioning protein
Ga0197603_11,MSTRG.411,2758109475, Ga0197603_0540,567464..568561, purine-binding chemotaxis protein CheW
Ga0197603_11,MSTRG.412,2758109476, Ga0197603_0541,568662..568970, anti-anti-sigma regulatory factor
Ga0197603_11,MSTRG.412,2758109477, Ga0197603_0542,568967..569332, two-component system chemotaxis response regulator CheY
Ga0197603_11,MSTRG.413,2758109478, Ga0197603_0543,569366..571375, two-component system chemotaxis sensor kinase CheA
Ga0197603_11,MSTRG.408,2758109479, Ga0197603_0544,571862..574141, methyl-accepting chemotaxis protein
Ga0197603_11,MSTRG.414,2758109480, Ga0197603_0545,574446..576707, methyl-accepting chemotaxis protein
Ga0197603_11,MSTRG.415,2758109481, Ga0197603_0546,577029..577568, hypothetical protein
Ga0197603_11,MSTRG.416,2758109482, Ga0197603_0547,578182..578823, hypothetical protein
Ga0197603_11,MSTRG.417,2758109483, Ga0197603_0548,578884..581673, methyl-accepting chemotaxis sensory transducer with Cache sensor
Ga0197603_11,MSTRG.418,2758109484, Ga0197603_0549,582025..582786, outer membrane putative beta-barrel porinalpha-amylase
Ga0197603_11,MSTRG.419,2758109485, Ga0197603_0550,582800..585172, methyl-accepting chemotaxis protein
Ga0197603_11,MSTRG.420,2758109486, Ga0197603_0551,585382..587640, methyl-accepting chemotaxis protein
Ga0197603_11,MSTRG.421,2758109487, Ga0197603_0552,588151..590409, methyl-accepting chemotaxis protein-1 (serine sensor receptor)
Ga0197603_11,MSTRG.422,2758109488, Ga0197603_0553,590864..593095, methyl-accepting chemotaxis protein-1 (serine sensor receptor)
Ga0197603_11,MSTRG.423,2758109489, Ga0197603_0554,593751..595997, methyl-accepting chemotaxis protein
Ga0197603_11,MSTRG.424,2758109490, Ga0197603_0555,596142..596707, methyl-accepting chemotaxis protein (MCP) signaling protein
Ga0197603_11,MSTRG.425,2758109491, Ga0197603_0556,597283..599544, methyl-accepting chemotaxis protein-1 (serine sensor receptor)
Ga0197603_11,MSTRG.426,2758109492, Ga0197603_0557,599950..602202, methyl-accepting chemotaxis proteinmethyl-accepting chemotaxis protein-1 (serine sensor receptor)
Ga0197603_11,MSTRG.427,2758109493, Ga0197603_0558,602826..605495, methyl-accepting chemotaxis protein
Ga0197603_11,MSTRG.428,2758109494, Ga0197603_0559,complement(605514..605717), hypothetical protein
Ga0197603_11,MSTRG.429,2758109495, Ga0197603_0560,605852..606637, c-di-GMP-binding flagellar brake protein YcgR
Ga0197603_11,MSTRG.430,2758109496, Ga0197603_0561,606770..607252, purine-binding chemotaxis protein CheW
Ga0197603_11,MSTRG.431,2758109497, Ga0197603_0562,607566..607949, hypothetical protein
Ga0197603_11,MSTRG.432,2758109498, Ga0197603_0563,608034..610415, methyl-accepting chemotaxis protein
Ga0197603_11,MSTRG.433,2758109499, Ga0197603_0564,610663..611529, chemotaxis protein methyltransferase CheR
Ga0197603_11,MSTRG.433,2758109500, Ga0197603_0565,611526..612122, chemotaxis protein CheD
Ga0197603_11,MSTRG.433,2758109501, Ga0197603_0566,612119..613195, two-component system chemotaxis response regulator CheB
Ga0197603_11,MSTRG.434,2758109502, Ga0197603_0567,613202..615559, diguanylate cyclasephosphodiesterase with PASPAC sensor(s)
Ga0197603_11,MSTRG.435,2758109503, Ga0197603_0568,complement(615957..616772), pimeloyl-ACP methyl ester carboxylesterase
Ga0197603_11,MSTRG.436,2758109504, Ga0197603_0569,complement(616965..619556), aconitase
Ga0197603_11,MSTRG.437,2758109505, Ga0197603_0570,complement(619609..620019), hypothetical protein
Ga0197603_11,MSTRG.438,2758109506, Ga0197603_0571,complement(620030..620278), AbrB family looped-hinge helix DNA binding protein
Ga0197603_11,MSTRG.439,2758109507, Ga0197603_0572,620426..623194, aconitase
Ga0197603_11,MSTRG.440,2758109508, Ga0197603_0573,complement(623692..624027), hypothetical protein
Ga0197603_11,MSTRG.441,2758109509, Ga0197603_0574,624125..625807, long-chain acyl-CoA synthetase
Ga0197603_11,MSTRG.442,2758109510, Ga0197603_0575,625983..626852, DSF synthase
Ga0197603_11,MSTRG.443,2758109511, Ga0197603_0576,complement(626865..629045), two-component system sensor histidine kinase RpfC
Ga0197603_11,MSTRG.444,2758109512, Ga0197603_0577,complement(629053..629679), hypothetical protein
Ga0197603_11,MSTRG.445,2758109513, Ga0197603_0578,complement(629681..630817), two-component system response regulator RpfG
Ga0197603_11,MSTRG.446,2758109514, Ga0197603_0579,complement(630957..632474), lysyl-tRNA synthetase class II
Ga0197603_11,MSTRG.447,2758109515, Ga0197603_0580,complement(632679..633804), peptide chain release factor 2 (bRF-2)
Ga0197603_11,MSTRG.448,2758109516, Ga0197603_0581,complement(634082..635257), LytTR family transcriptional regulator
Ga0197603_11,MSTRG.449,2758109517, Ga0197603_0582,635272..636399, peptidoglycanLPS O-acetylase OafAYrhL
Ga0197603_11,MSTRG.450,2758109518, Ga0197603_0583,636433..637536, uncharacterized protein DUF1176
Ga0197603_11,MSTRG.451,2758109519, Ga0197603_0584,complement(637856..639595), exonuclease RecJ
Ga0197603_11,MSTRG.451,2758109520, Ga0197603_0585,complement(639592..640512), hypothetical protein
Ga0197603_11,MSTRG.452,2758109521, Ga0197603_0586,complement(640529..641005), transcription elongation factor GreA
Ga0197603_11,MSTRG.452,2758109522, Ga0197603_0587,complement(641002..644244), carbamoyl-phosphate synthase large subunit
Ga0197603_11,MSTRG.453,2758109523, Ga0197603_0588,complement(644360..644716), hypothetical protein
Ga0197603_11,MSTRG.453,2758109524, Ga0197603_0589,complement(644713..645987), carbamoyl-phosphate synthase small subunit
Ga0197603_11,MSTRG.454,2758109525, Ga0197603_0590,complement(646086..646802), dihydrodipicolinate reductase
Ga0197603_11,MSTRG.456,2758109526, Ga0197603_0591,complement(647357..648076), MOSC domain-containing protein YiiM
Ga0197603_11,MSTRG.456,2758109527, Ga0197603_0592,complement(648073..649275), valine-pyruvate aminotransferase
Ga0197603_11,MSTRG.457,2758109528, Ga0197603_0593,complement(649505..649979), hypothetical protein
Ga0197603_11,MSTRG.458,2758109529, Ga0197603_0594,complement(650072..650326), hypothetical protein
Ga0197603_11,MSTRG.459,2758109530, Ga0197603_0595,complement(650328..652187), ferrous iron transport protein B
Ga0197603_11,MSTRG.459,2758109531, Ga0197603_0596,complement(652184..652474), ferrous iron transport protein A
Ga0197603_11,MSTRG.460,2758109532, Ga0197603_0597,652549..653346, methylglutaconyl-CoA hydratase
Ga0197603_11,MSTRG.460,2758109533, Ga0197603_0598,653343..653732, catechol 2 3-dioxygenase-like lactoylglutathione lyase family enzyme
Ga0197603_11,MSTRG.461,2758109534, Ga0197603_0599,653839..654735, hydroxymethylglutaryl-CoA lyase
Ga0197603_11,MSTRG.462,2758109535, Ga0197603_0600,654874..655644, NAD(P)-dependent dehydrogenase (short-subunit alcohol dehydrogenase family)
Ga0197603_11,MSTRG.463,2758109536, Ga0197603_0601,655744..656310, translation elongation factor P (EF-P)
Ga0197603_11,MSTRG.464,2758109537, Ga0197603_0602,656331..656741, hypothetical protein
Ga0197603_11,MSTRG.465,2758109538, Ga0197603_0603,complement(656941..658800), uncharacterized protein DUF4105
Ga0197603_11,MSTRG.465,2758109539, Ga0197603_0604,complement(658797..659105), uncharacterized protein (TIGR02448 family)
Ga0197603_11,MSTRG.466,2758109540, Ga0197603_0605,complement(659138..660556), FADFMN-containing dehydrogenase
Ga0197603_11,MSTRG.467,2758109541, Ga0197603_0606,660765..662006, D-3-phosphoglycerate dehydrogenase
Ga0197603_11,MSTRG.468,2758109542, Ga0197603_0607,complement(662150..662698), NUDIX domain-containing protein
Ga0197603_11,MSTRG.469,2758109543, Ga0197603_0608,662879..664351, amino acidpolyamineorganocation transporter (APC superfamily)
Ga0197603_11,MSTRG.470,2758109544, Ga0197603_0609,664428..665858, amino acidpolyamineorganocation transporter (APC superfamily)
Ga0197603_11,MSTRG.471,2758109545, Ga0197603_0610,665948..666601, methylthioribulose-1-phosphate dehydratase
Ga0197603_11,MSTRG.472,2758109546, Ga0197603_0611,666637..667203, acireductone dioxygenase apoprotein
Ga0197603_11,MSTRG.473,2758109547, Ga0197603_0612,667206..667904, acireductone synthase
Ga0197603_11,MSTRG.455,2758109548, Ga0197603_0613,668243..669319, peptidase C13-like protein
Ga0197603_11,MSTRG.478,2758109549, Ga0197603_0614,complement(669772..671358), 3' 5'-cyclic AMP phosphodiesterase CpdA
Ga0197603_11,MSTRG.479,2758109550, Ga0197603_0615,complement(671530..672150), phosphoribosyl-ATP pyrophosphatase phosphoribosyl-AMP cyclohydrolase
Ga0197603_11,MSTRG.479,2758109551, Ga0197603_0616,complement(672140..672916), imidazole glycerol phosphate synthase subunit HisF
Ga0197603_11,MSTRG.479,2758109552, Ga0197603_0617,complement(672910..673644), 1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)m ethylideneamino] imidazole-4-carboxamide isomerase
Ga0197603_11,MSTRG.479,2758109553, Ga0197603_0618,complement(673641..674243), imidazole glycerol phosphate synthase subunit HisH
Ga0197603_11,MSTRG.479,2758109554, Ga0197603_0619,complement(674240..675367), imidazoleglycerol-phosphate dehydratase histidinol-phosphate phosphatase
Ga0197603_11,MSTRG.479,2758109555, Ga0197603_0620,complement(675364..676455), histidinol phosphate aminotransferase
Ga0197603_11,MSTRG.479,2758109556, Ga0197603_0621,complement(676452..677747), histidinol dehydrogenase
Ga0197603_11,MSTRG.479,2758109557, Ga0197603_0622,complement(677744..678658), ATP phosphoribosyltransferase (homohexameric)
Ga0197603_11,MSTRG.479,2758109558, Ga0197603_0623,complement(678627..678995), Trp operon repressor family
Ga0197603_11,MSTRG.480,2758109559, Ga0197603_0624,complement(679210..680646), histidyl-tRNA synthetase
Ga0197603_11,MSTRG.481,2758109560, Ga0197603_0625,680753..681514, CrpFnr family transcriptional regulator
Ga0197603_11,MSTRG.482,2758109561, Ga0197603_0626,complement(681599..682330), L D-transpeptidase-like protein
Ga0197603_11,MSTRG.483,2758109562, Ga0197603_0627,complement(682445..683749), L-threonine synthase
Ga0197603_11,MSTRG.484,2758109563, Ga0197603_0628,683911..684225, uncharacterized protein (TIGR02118 family)
Ga0197603_11,MSTRG.485,2758109564, Ga0197603_0629,complement(684300..685313), homoserine kinase
Ga0197603_11,MSTRG.485,2758109565, Ga0197603_0630,complement(685310..687817), aspartate kinase homoserine dehydrogenase
Ga0197603_11,MSTRG.474,2758109566, Ga0197603_0631,complement(688407..688907), TspOMBR related protein
Ga0197603_11,MSTRG.475,2758109567, Ga0197603_0632,complement(689626..690042), hypothetical protein
Ga0197603_11,MSTRG.476,2758109568, Ga0197603_0633,complement(690196..690269), label=tRNA
Ga0197603_11,MSTRG.477,2758109569, Ga0197603_0634,690406..691938, aldehyde dehydrogenase (NAD )
Ga0197603_11,MSTRG.486,2758109570, Ga0197603_0635,692512..692796, uncharacterized protein DUF4190
Ga0197603_11,MSTRG.487,2758109571, Ga0197603_0636,692799..693566, methyltransferase family protein
Ga0197603_11,MSTRG.488,2758109572, Ga0197603_0637,693572..694627, dihydroorotate oxidase A
Ga0197603_11,MSTRG.488,2758109573, Ga0197603_0638,694624..695676, UDP-N-acetylmuramate dehydrogenase
Ga0197603_11,MSTRG.489,2758109574, Ga0197603_0639,695712..696581, uncharacterized membrane protein
Ga0197603_11,MSTRG.490,2758109575, Ga0197603_0640,696725..697429, aspartate racemase
Ga0197603_11,MSTRG.491,2758109576, Ga0197603_0641,697623..698906, predicted MFS family arabinose efflux permease
Ga0197603_11,MSTRG.492,2758109577, Ga0197603_0642,complement(699045..699776), undecaprenyl-diphosphatase
Ga0197603_11,MSTRG.492,2758109578, Ga0197603_0643,complement(699757..701022), 4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase
Ga0197603_11,MSTRG.493,2758109579, Ga0197603_0644,701143..702369, two-component system sensor histidine kinase RegB
Ga0197603_11,MSTRG.493,2758109580, Ga0197603_0645,702366..702932, two-component system response regulator RegA
Ga0197603_11,MSTRG.494,2758109581, Ga0197603_0646,complement(703075..704031), mannan endo-1 4-beta-mannosidase
Ga0197603_11,MSTRG.495,2758109582, Ga0197603_0647,704525..706369, diguanylate cyclasephosphodiesterase with GAF sensor
Ga0197603_11,MSTRG.496,2758109583, Ga0197603_0648,complement(706608..708170), SSS family solute:Na  symporter
Ga0197603_11,MSTRG.497,2758109584, Ga0197603_0649,complement(708429..711095), exo-1 4-beta-glucosidase
Ga0197603_11,MSTRG.498,2758109585, Ga0197603_0650,711477..713432, hypothetical protein
Ga0197603_11,MSTRG.499,2758109586, Ga0197603_0651,complement(713715..714341), predicted ABC-type ATPase
Ga0197603_11,MSTRG.500,2758109587, Ga0197603_0652,complement(714345..714689), prevent-host-death family protein
Ga0197603_11,MSTRG.501,2758109588, Ga0197603_0653,complement(714844..716358), glucose-6-phosphate isomerase
Ga0197603_11,MSTRG.501,2758109589, Ga0197603_0654,complement(716355..716735), L-aspartate 1-decarboxylase
Ga0197603_11,MSTRG.502,2758109590, Ga0197603_0655,complement(716913..717755), pantothenate synthetase
Ga0197603_11,MSTRG.502,2758109591, Ga0197603_0656,complement(717752..718567), ketopantoate hydroxymethyltransferase
Ga0197603_11,MSTRG.503,2758109592, Ga0197603_0657,complement(718603..719088), 2-amino-4-hydroxy-6-hydroxymethyldihydropteridin e diphosphokinase
Ga0197603_11,MSTRG.504,2758109593, Ga0197603_0658,complement(719092..720459), poly(A) polymerase
Ga0197603_11,MSTRG.505,2758109594, Ga0197603_0659,720509..720580, label=tRNA
Ga0197603_11,MSTRG.506,2758109595, Ga0197603_0660,complement(720923..721141), hypothetical protein
Ga0197603_11,MSTRG.506,2758109596, Ga0197603_0661,complement(721086..721994), GTP cyclohydrolase I
Ga0197603_11,MSTRG.507,2758109597, Ga0197603_0662,complement(722032..723206), N-acetylmuramoyl-L-alanine amidase
Ga0197603_11,MSTRG.508,2758109598, Ga0197603_0663,723940..724374, hypothetical protein
Ga0197603_11,MSTRG.509,2758109599, Ga0197603_0664,complement(724358..725464), MASE1 protein
Ga0197603_11,MSTRG.510,2758109600, Ga0197603_0665,complement(725535..726518), IS5 family transposase
Ga0197603_11,MSTRG.511,2758109601, Ga0197603_0666,complement(726570..726728), MASE1 protein
Ga0197603_11,MSTRG.513,2758109602, Ga0197603_0667,complement(727005..728432), SP family sugar:H  symporter-like MFS transporter
Ga0197603_11,MSTRG.514,2758109603, Ga0197603_0668,complement(728518..729855), D-xylose isomerase
Ga0197603_11,MSTRG.515,2758109604, Ga0197603_0669,complement(729903..731396), xylulokinase
Ga0197603_11,MSTRG.515,2758109605, Ga0197603_0670,complement(731393..733771), alpha-L-fucosidase 2
Ga0197603_11,MSTRG.516,2758109606, Ga0197603_0671,complement(733857..736760), alpha-D-xyloside xylohydrolase
Ga0197603_11,MSTRG.517,2758109607, Ga0197603_0672,complement(736866..738602), beta-galactosidase GanA
Ga0197603_11,MSTRG.518,2758109608, Ga0197603_0673,complement(738620..740536), sialate O-acetylesterase
Ga0197603_11,MSTRG.519,2758109609, Ga0197603_0674,complement(740643..742901), hypothetical protein
Ga0197603_11,MSTRG.520,2758109610, Ga0197603_0675,complement(743012..744751), TonB-dependent receptor
Ga0197603_11,MSTRG.521,2758109611, Ga0197603_0676,744822..745805, IS5 family transposase
Ga0197603_11,MSTRG.522,2758109612, Ga0197603_0677,complement(745773..746897), TonB-dependent receptor
Ga0197603_11,MSTRG.512,2758109613, Ga0197603_0678,complement(747234..750170), TonB-dependent receptor
Ga0197603_11,MSTRG.523,2758109614, Ga0197603_0679,750876..751460, hypothetical protein
Ga0197603_11,MSTRG.524,2758109615, Ga0197603_0680,751486..751926, putative alphabeta hydrolase family protein DUF2235
Ga0197603_11,MSTRG.525,2758109616, Ga0197603_0681,752080..752655, hypothetical protein
Ga0197603_11,MSTRG.526,2758109617, Ga0197603_0682,752681..754252, putative alphabeta hydrolase family protein DUF2235
Ga0197603_11,MSTRG.527,2758109618, Ga0197603_0683,754283..754852, hypothetical protein
Ga0197603_11,MSTRG.528,2758109619, Ga0197603_0684,complement(754839..755039), hypothetical protein
Ga0197603_11,MSTRG.529,2758109620, Ga0197603_0685,complement(755072..756043), LysR family transcriptional regulator
Ga0197603_11,MSTRG.530,2758109621, Ga0197603_0686,756457..757089, 2-keto-3-deoxy-phosphogalactonate aldolase
Ga0197603_11,MSTRG.530,2758109622, Ga0197603_0687,757086..758234, galactonate dehydratase
Ga0197603_11,MSTRG.530,2758109623, Ga0197603_0688,758228..759139, sugar lactone lactonase YvrE
Ga0197603_11,MSTRG.530,2758109624, Ga0197603_0689,759136..760014, 2-keto-3-deoxygalactonate kinase
Ga0197603_11,MSTRG.531,2758109625, Ga0197603_0690,760095..760418, ferredoxin
Ga0197603_11,MSTRG.532,2758109626, Ga0197603_0691,complement(760551..761069), Beta-barrel assembly machine subunit BamC
Ga0197603_11,MSTRG.533,2758109627, Ga0197603_0692,complement(761086..761994), dihydrodipicolinate synthase
Ga0197603_11,MSTRG.534,2758109628, Ga0197603_0693,762137..762712, glycine cleavage system transcriptional repressor
Ga0197603_11,MSTRG.535,2758109629, Ga0197603_0694,762724..763074, regulator of ribonuclease activity B
Ga0197603_11,MSTRG.536,2758109630, Ga0197603_0695,763112..763594, peroxiredoxin QBCP
Ga0197603_11,MSTRG.537,2758109631, Ga0197603_0696,763677..765074, PhoH-like ATPase
Ga0197603_11,MSTRG.537,2758109632, Ga0197603_0697,765074..765556, hypothetical protein
Ga0197603_11,MSTRG.538,2758109633, Ga0197603_0698,765563..766234, uncharacterized membrane protein YoaK (UPF0700 family)
Ga0197603_11,MSTRG.539,2758109634, Ga0197603_0699,766272..767081, hydroxymethylpyrimidinephosphomethylpyrimidine kinase
Ga0197603_11,MSTRG.539,2758109635, Ga0197603_0700,767078..767959, predicted alphabeta hydrolase
Ga0197603_11,MSTRG.540,2758109636, Ga0197603_0701,768000..768073, label=tRNA
Ga0197603_11,MSTRG.541,2758109637, Ga0197603_0702,768172..768245, label=tRNA
Ga0197603_11,MSTRG.542,2758109638, Ga0197603_0703,complement(768416..769405), membrane protein DedA with SNARE-associated domain
Ga0197603_11,MSTRG.543,2758109639, Ga0197603_0704,complement(769450..770394), transcriptional regulator
Ga0197603_11,MSTRG.544,2758109640, Ga0197603_0705,770531..771232, hypothetical protein
Ga0197603_11,MSTRG.545,2758109641, Ga0197603_0706,complement(771659..773656), methyl-accepting chemotaxis sensory transducer with PasPac sensor
Ga0197603_11,MSTRG.546,2758109642, Ga0197603_0707,complement(774747..774836), label=tRNA
Ga0197603_11,MSTRG.547,2758109643, Ga0197603_0708,complement(774920..775132), carbon storage regulator CsrA
Ga0197603_11,MSTRG.548,2758109644, Ga0197603_0709,complement(775273..777921), alanyl-tRNA synthetase
Ga0197603_11,MSTRG.549,2758109645, Ga0197603_0710,complement(778023..778511), regulatory protein
Ga0197603_11,MSTRG.550,2758109646, Ga0197603_0711,complement(778814..779848), RecA protein
Ga0197603_11,MSTRG.551,2758109647, Ga0197603_0712,complement(780021..780662), SOS-response transcriptional repressor LexA
